Democratic Republic of Congo,0,0,0,PIM,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,3,
Dominican Republic,0,0,0,0,0,Maize,GRiSP,RTB,0,0,0,0,0,0,0,0,3,
Ecuador,0,0,0,PIM,0,Maize,GRiSP,RTB,0,0,0,A4NH,WLE,FTA,CCAFS,0,8,
Egypt,Dryland Systems,0,0,PIM,Wheat,Maize,GRiSP,0,0,0,Livestock and Fish,A4NH,WLE,0,0,0,8,
El Salvador,0,0,0,0,0,Maize,0,0,0,0,0,0,0,0,CCAFS,0,2,
Eritrea,Dryland Systems,0,0,0,Wheat,Maize,0,0,0,0,0,0,0,0,0,0,3,
Ethiopia,Dryland Systems,Humid Tropics,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,0,14,
Fiji,0,0,0,PIM,0,0,0,0,0,0,0,0,0,FTA,0,Genebanks,3,
France,0,0,0,0,0,0,GRiSP,0,0,0,0,0,WLE,0,0,Genebanks,3,
Gabon,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,FTA,0,0,2,
Gambia,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Germany,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,Genebanks,2,
Georgia,0,0,0,0,Wheat,0,0,0,0,0,0,0,0,0,0,0,1,
Ghana,Dryland Systems,Humid Tropics,AAS,PIM,0,Maize,GRiSP,RTB,Grain Legumes,0,Livestock and Fish,A4NH,WLE,0,CCAFS,0,12,
Greece,0,0,0,0,0,Maize,0,0,0,0,0,0,0,0,0,0,1,
Guatemala,0,0,0,PIM,0,Maize,GRiSP,0,0,0,0,A4NH,0,FTA,CCAFS,0,6,
Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genebanks,1,
Guinea,0,0,0,PIM,0,Maize,GRiSP,0,Grain Legumes,0,0,0,0,FTA,0,0,5,
Guinea Bissau,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Guyana,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Haiti,0,0,0,PIM,0,Maize,0,0,0,0,0,A4NH,0,0,0,0,3,
Honduras,0,Humid Tropics,0,0,0,Maize,GRiSP,RTB,0,0,0,0,WLE,FTA,CCAFS,Genebanks,8,
India,Dryland Systems,0,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,0,13,
Indonesia,0,0,AAS,PIM,0,Maize,GRiSP,RTB,0,0,0,A4NH,0,FTA,CCAFS,Genebanks,9,
Iran,Dryland Systems,0,0,0,Wheat,Maize,GRiSP,0,Grain Legumes,Dryland Cereals,0,0,WLE,0,0,0,7,
Iraq,Dryland Systems,0,0,0,0,0,GRiSP,0,0,0,0,0,WLE,0,0,0,3,
Italy,0,0,0,0,0,0,GRiSP,0,0,0,0,0,WLE,0,0,0,2,
Ivory Coast,0,0,0,PIM,0,Maize,GRiSP,0,0,0,0,0,0,FTA,CCAFS,0,5,
Japan,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Jordan,Dryland Systems,0,0,0,Wheat,0,0,0,0,0,0,0,WLE,0,0,0,3,
Kazakhstan,Dryland Systems,0,0,0,Wheat,0,GRiSP,0,0,0,0,0,WLE,FTA,0,0,5,
Kenya,Dryland Systems,Humid Tropics,AAS,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,0,15,
Kuwait,0,0,0,0,Wheat,0,0,0,Grain Legumes,0,0,0,0,0,0,0,2,
Kyrgyzstan,Dryland Systems,0,0,0,Wheat,0,GRiSP,0,0,0,0,A4NH,WLE,FTA,0,0,6,
Laos,0,0,0,0,0,0,GRiSP,0,0,0,0,A4NH,WLE,FTA,CCAFS,0,5,
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,WLE,0,0,Genebanks,2,
Lesotho,0,0,0,0,0,Maize,0,0,Grain Legumes,0,0,0,0,0,0,0,2,
Liberia,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Libya,0,0,0,0,0,0,0,0,0,0,0,0,WLE,0,0,0,1,
Madagascar,0,Humid Tropics,0,PIM,0,Maize,GRiSP,0,Grain Legumes,0,0,0,0,FTA,0,0,6,
Malawi,Dryland Systems,Humid Tropics,AAS,PIM,0,Maize,0,RTB,Grain Legumes,0,Livestock and Fish,A4NH,WLE,FTA,0,0,11,
Malaysia,0,0,0,PIM,0,0,GRiSP,0,0,0,Livestock and Fish,0,WLE,FTA,0,0,5,
Mali,Dryland Systems,0,0,PIM,0,Maize,GRiSP,0,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,0,CCAFS,0,10,
Mauritius,0,0,0,0,0,Maize,0,0,0,0,0,0,0,0,0,Genebanks,2,
Mauritania,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Mexico,0,Humid Tropics,0,0,Wheat,Maize,GRiSP,0,0,0,0,0,0,FTA,CCAFS,0,6,
Morocco,Dryland Systems,0,0,PIM,Wheat,Maize,0,0,0,Dryland Cereals,0,0,WLE,0,CCAFS,Genebanks,8,
Mozambique,0,0,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,0,0,A4NH,WLE,FTA,0,0,9,
Myanmar,0,Humid Tropics,AAS,0,0,Maize,GRiSP,0,Grain Legumes,0,0,0,0,0,CCAFS,0,6,
Namibia,0,0,0,PIM,0,Maize,0,0,0,0,0,0,0,0,0,0,2,
Nepal,0,0,0,PIM,Wheat,Maize,GRiSP,RTB,0,0,0,A4NH,WLE,FTA,CCAFS,0,9,
New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genebanks,1,
Nicaragua,Dryland Systems,Humid Tropics,0,0,0,Maize,GRiSP,RTB,0,0,Livestock and Fish,0,WLE,FTA,CCAFS,0,9,
Niger,0,0,0,PIM,0,Maize,GRiSP,0,Grain Legumes,Dryland Cereals,0,A4NH,0,FTA,CCAFS,0,8,
Nigeria,Dryland Systems,Humid Tropics,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,Genebanks,15,
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,FTA,0,0,1,
Pakistan,Dryland Systems,0,0,PIM,Wheat,Maize,GRiSP,0,0,0,0,A4NH,WLE,0,0,Genebanks,8,
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,WLE,0,0,0,1,
Panama,0,0,0,0,0,Maize,GRiSP,RTB,0,0,0,0,0,0,0,0,3,
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCAFS,0,1,
Paraguay,0,0,0,0,0,Maize,0,0,0,0,0,0,0,0,0,0,1,
Peru,0,Humid Tropics,0,PIM,0,Maize,GRiSP,RTB,0,0,0,A4NH,WLE,FTA,CCAFS,0,9,
Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Genebanks,1,
Republic of Congo,0,Humid Tropics,0,0,0,Maize,GRiSP,RTB,Grain Legumes,0,0,0,WLE,FTA,0,0,7,
Russia,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Rwanda,0,Humid Tropics,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,0,0,A4NH,WLE,FTA,CCAFS,0,11,
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,FTA,0,0,1,
Saudi Arabia,0,0,0,0,Wheat,0,0,0,0,0,0,0,0,0,0,0,1,
Senegal,0,0,0,PIM,0,Maize,GRiSP,0,Grain Legumes,0,0,A4NH,0,FTA,CCAFS,0,7,
Sierra Leone,0,0,0,0,0,Maize,GRiSP,RTB,0,0,0,A4NH,0,0,0,0,4,
Singapore,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,1,
Solomon Islands,0,0,AAS,PIM,0,0,0,0,0,0,0,0,0,0,0,0,2,
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
South Africa,0,0,0,0,Wheat,Maize,GRiSP,RTB,Grain Legumes,0,0,0,WLE,FTA,CCAFS,0,8,
South Korea,Dryland Systems,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,0,2,
South Sudan,0,0,0,PIM,0,0,0,0,0,0,0,0,WLE,0,0,0,2,
Spain,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Sri Lanka,0,0,AAS,PIM,0,Maize,GRiSP,0,0,0,0,A4NH,WLE,FTA,CCAFS,0,8,
Sudan,Dryland Systems,0,0,0,Wheat,Maize,0,0,0,Dryland Cereals,0,0,WLE,FTA,0,0,6,
Swaziland,0,Humid Tropics,0,0,0,Maize,0,0,Grain Legumes,0,0,A4NH,0,FTA,0,0,5,
Syria,0,0,0,0,Wheat,0,0,0,0,Dryland Cereals,0,0,WLE,0,0,Genebanks,4,
Suriname,0,0,0,0,0,Maize,0,0,0,0,0,0,0,0,0,0,1,
Taiwan,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Tajikistan,Dryland Systems,0,0,PIM,Wheat,0,GRiSP,0,0,0,0,A4NH,WLE,FTA,0,0,7,
Tanzania,0,Humid Tropics,0,PIM,0,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,Genebanks,13,
Thailand,0,0,0,PIM,0,Maize,GRiSP,RTB,0,0,Livestock and Fish,A4NH,WLE,0,CCAFS,0,8,
Netherlands,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Philippines,Dryland Systems,0,AAS,PIM,0,Maize,GRiSP,0,0,0,Livestock and Fish,0,0,FTA,CCAFS,Genebanks,9,
Timor Leste,0,0,0,PIM,0,0,GRiSP,0,0,0,0,0,0,0,0,0,2,
Togo,0,0,0,0,0,Maize,GRiSP,0,Grain Legumes,0,0,A4NH,0,0,0,0,4,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,FTA,0,0,1,
Tunisia,Dryland Systems,0,0,PIM,Wheat,0,0,0,0,0,0,0,0,0,0,Genebanks,4,
Turkey,0,0,0,0,Wheat,Maize,GRiSP,0,0,0,0,A4NH,0,0,0,0,4,
Turkmenistan,Dryland Systems,0,0,0,0,0,GRiSP,0,0,0,0,0,WLE,0,0,0,3,
United Arab Emirates,Dryland Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Uganda,0,Humid Tropics,0,PIM,Wheat,Maize,GRiSP,RTB,Grain Legumes,Dryland Cereals,Livestock and Fish,A4NH,WLE,FTA,CCAFS,Genebanks,14,
UK,0,0,0,0,0,0,GRiSP,0,0,0,0,0,0,0,0,Genebanks,2,
Ukraine,0,0,0,0,Wheat,0,0,0,0,0,0,0,0,0,0,0,1,
Uruguay,0,0,0,PIM,Wheat,Maize,GRiSP,0,0,0,0,0,0,0,0,0,4,
USA,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Uzbekistan,Dryland Systems,0,0,0,Wheat,0,GRiSP,RTB,0,0,0,A4NH,WLE,FTA,0,0,7,
Vanuatu,0,0,0,PIM,0,0,0,0,0,0,0,0,0,0,0,0,1,
Venezuela,0,0,0,0,0,Maize,GRiSP,0,0,0,0,0,0,0,0,0,2,
Vietnam,0,0,0,PIM,0,Maize,GRiSP,RTB,0,0,Livestock and Fish,A4NH,WLE,FTA,CCAFS,0,9,
Yemen,0,0,0,0,Wheat,0,0,0,0,0,0,0,0,0,0,Genebanks,2,
Zambia,Dryland Systems,Humid Tropics,AAS,PIM,Wheat,Maize,0,RTB,Grain Legumes,0,0,A4NH,WLE,FTA,0,0,11,
Zimbabwe,0,0,0,PIM,Wheat,Maize,0,0,Grain Legumes,0,0,A4NH,WLE,FTA,CCAFS,0,8,
