Activity ID,Activity Title,CRP2 Theme,Source,adm1,adm1name,adm2,adm2name,geo_name,geo_name_id,latitude,location_type,longitude,note,precision
CRP2_BIO_Act3,"Collective action in the creation, maintenance and use of common genetic resources pools",Effective Policies and Strategic Investments,Biodiversity - Work plan (Annex 2 PPA),,,,,Ouagadougou,2357048,12.36566,capital of a political entity,-1.53388,see pg 36,6
CRP2_BIO_Act3,"Collective action in the creation, maintenance and use of common genetic resources pools",Effective Policies and Strategic Investments,Biodiversity - Work plan (Annex 2 PPA),,,,,Guatemala City,3598132,14.64072,capital of a political entity,-90.51327,see pg 36,6
CRP2_BIO_Act3,"Collective action in the creation, maintenance and use of common genetic resources pools",Effective Policies and Strategic Investments,Biodiversity - Work plan (Annex 2 PPA),,,,,San Jose,3621849,9.93333,capital of a political entity,-84.08333,see pg 36,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Berlin,2950159,52.52437,capital of a political entity,13.41053,see pg 50,8
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Sucre,3903987,-19.03332,capital of a political entity,-65.26274,see pg 50,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Bangkok,1609350,13.75398,capital of a political entity,100.50144,see pg 50,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Kuala Lumpur,1735161,3.1412,capital of a political entity,101.68653,see pg 50,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Jakarta,1642911,-6.21462,capital of a political entity,106.84513,see pg 50,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 50,6
CRP2_BIO_Act4,Enhancing agricultural value chains of underutilized crops through improved quality assurance and coordination mechanisms across actors,Linking small producers to markets,Biodiversity - Work plan (Annex 2 PPA),,,,,Lima,3936456,-12.04318,capital of a political entity,-77.02824,see pg 50,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Dhaka,1185241,23.7104,capital of a political entity,90.40744,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Addis Ababa,344979,9.02497,capital of a political entity,38.74689,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Kinshasa,2314302,-4.32142,capital of a political entity,15.30807,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Antananarivo,1070940,-18.91368,capital of a political entity,47.53613,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Bujumbura,425378,-3.3822,capital of a political entity,29.3644,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Maputo,1040652,-25.96553,capital of a political entity,32.58322,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Lilongwe,927967,-13.96692,capital of a political entity,33.78725,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Dodoma,160196,-6.17221,capital of a political entity,35.73947,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Kigali,202061,-1.94995,capital of a political entity,30.05885,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Kathmandu,1283240,27.70169,capital of a political entity,85.3206,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Nairobi,184745,-1.28333,capital of a political entity,36.81667,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Thimphu,1252416,27.46609,capital of a political entity,89.64191,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Islamabad,1176615,33.72148,capital of a political entity,73.04329,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,City of Manila,1701668,14.6042,capital of a political entity,120.9822,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Hanoi,1581130,21.0245,capital of a political entity,105.84117,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Beijing,1816670,39.9075,capital of a political entity,116.39723,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Jakarta,1642911,-6.21462,capital of a political entity,106.84513,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Colombo,1248991,6.93194,capital of a political entity,79.84778,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Sucre,3903987,-19.03332,capital of a political entity,-65.26274,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Port-au-Prince,3718426,18.53917,capital of a political entity,-72.335,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Bogotá,3688689,4.60971,capital of a political entity,-74.08175,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Quito,3652462,-0.22985,capital of a political entity,-78.52495,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,Lima,3936456,-12.04318,capital of a political entity,-77.02824,see pg 6,6
CRP2_CIP_Act13,"Development and enhancement of methods for targeting, impact assessment and priority setting of promising potato and sweetpotato technologies",Effective Policies and Strategic Investments,CIP - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 6,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Sucre,3903987,-19.03332,capital of a political entity,-65.26274,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Lima,3936456,-12.04318,capital of a political entity,-77.02824,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Quito,3652462,-0.22985,capital of a political entity,-78.52495,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Dhaka,1185241,23.7104,capital of a political entity,90.40744,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,New Delhi,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Beijing,1816670,39.9075,capital of a political entity,116.39723,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,City of Manila,1701668,14.6042,capital of a political entity,120.9822,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Jakarta,1642911,-6.21462,capital of a political entity,106.84513,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Nairobi,184745,-1.28333,capital of a political entity,36.81667,see pg 17,6
CRP2_CIP_Act15,"Adapting, consolidating and scaling out methods for equitable value chain upgrading",Linking small producers to markets,CIP - Work plan (Annex 2 PPA),,,,,Dodoma,160196,-6.17221,capital of a political entity,35.73947,see pg 17,6
CRP2_ICARDA_Act16,"Water policies for efficient water use technologies, improved productivity and better livelihoods in the CWANA region",Effective Policies and Strategic Investments,ICARDA - Work plan (Annex 2 PPA),,,,,Addis Ababa,344979,9.02497,capital of a political entity,38.74689,see pg 5,8
CRP2_ICARDA_Act16,"Water policies for efficient water use technologies, improved productivity and better livelihoods in the CWANA region",Effective Policies and Strategic Investments,ICARDA - Work plan (Annex 2 PPA),,,,,Cairo,360630,30.06263,capital of a political entity,31.24967,see pg 5,8
CRP2_ICARDA_Act16,"Water policies for efficient water use technologies, improved productivity and better livelihoods in the CWANA region",Effective Policies and Strategic Investments,ICARDA - Work plan (Annex 2 PPA),,,,,Rabat,2538475,34.01325,capital of a political entity,-6.83255,see pg 5,8
CRP2_ICRAF_Act18,Evaluation of innovative extension approaches,Effective Policies and Strategic Investments,ICRAF - Work plan (Annex 2 PPA),,,,,Kigali,202061,-1.94995,capital of a political entity,30.05885,see page 13,6
CRP2_ICRAF_Act18,Evaluation of innovative extension approaches,Effective Policies and Strategic Investments,ICRAF - Work plan (Annex 2 PPA),,,,,Yaoundé,2220957,3.86667,capital of a political entity,11.51667,see pg 13,6
CRP2_ICRAF_Act18,Evaluation of innovative extension approaches,Effective Policies and Strategic Investments,ICRAF - Work plan (Annex 2 PPA),,,,,Nairobi,184745,-1.28333,capital of a political entity,36.81667,see page 13,6
CRP2_ICRAF_Act18,Evaluation of innovative extension approaches,Effective Policies and Strategic Investments,ICRAF - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see page 13,6
CRP2_ICRAF_Act20,"Property rights, power relations and benefit sharing in common lands in Asia and Africa",Inclusive Governance and Institutions,ICRAF - Work plan (Annex 2 PPA),,,,,City of Manila,1701668,14.6042,capital of a political entity,120.9822,see page 30,6
CRP2_ICRAF_Act20,"Property rights, power relations and benefit sharing in common lands in Asia and Africa",Inclusive Governance and Institutions,ICRAF - Work plan (Annex 2 PPA),,,,,Yaoundé,2220957,3.86667,capital of a political entity,11.51667,see page 30,6
CRP2_ICRAF_Act20,"Property rights, power relations and benefit sharing in common lands in Asia and Africa",Inclusive Governance and Institutions,ICRAF - Work plan (Annex 2 PPA),,,,,Jakarta,1642911,-6.21462,capital of a political entity,106.84513,see page 30,6
CRP2_ICRAF_Act20,"Property rights, power relations and benefit sharing in common lands in Asia and Africa",Inclusive Governance and Institutions,ICRAF - Work plan (Annex 2 PPA),,,,,Hanoi,1581130,21.0245,capital of a political entity,105.84117,see page 30,6
CRP2_ICRAF_Act21,Understanding the potential for addressing rural poverty through value chain development for underutilized fruits,Linking small producers to markets,ICRAF - Work plan (Annex 2 PPA),,,,,Lima,3936456,-12.04318,capital of a political entity,-77.02824,see pg 41,6
CRP2_ICRISAT_Act26,Study of dynamic labor market behavior by using household longitudinal panel data in India,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 33,6
CRP2_ICRISAT_Act27,Effects of exogenous shocks on supply response and investment in agriculture in South Asia: an agro-ecosystems perspective,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,Dhaka,1185241,23.7104,capital of a political entity,90.40744,see pg 40,6
CRP2_ICRISAT_Act27,Effects of exogenous shocks on supply response and investment in agriculture in South Asia: an agro-ecosystems perspective,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 40,6
CRP2_ICRISAT_Act28,Strategies for sustainable intensification of increasing agricultural productivity in Semi-Arid Tropics (SAT) India,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 33,8
CRP2_ICRISAT_Act29,Life cycle economic assessment of of sweet sorghum energy pathway for bioethanol production in Asia,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,City of Manila,1701668,14.6042,capital of a political entity,120.9822,see pg 53,8
CRP2_ICRISAT_Act29,Life cycle economic assessment of of sweet sorghum energy pathway for bioethanol production in Asia,Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 53,8
CRP2_ICRISAT_Act30,"Impacts of social protection policies on income, employment, food security, and livelihood assets of the rural poor in semi-arid tropics of India",Effective Policies and Strategic Investments,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 70,6
CRP2_ICRISAT_Act31,Assessing contractual preferences between grain producers and processors of sorghum and pearl millet in Niger and Nigeria,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Abuja,2352778,9.06853,capital of a political entity,7.48375,see pg 79,8
CRP2_ICRISAT_Act31,Assessing contractual preferences between grain producers and processors of sorghum and pearl millet in Niger and Nigeria,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Niamey,2440485,13.51366,capital of a political entity,2.1098,see pg 79,8
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Lusaka,909137,-15.40669,capital of a political entity,28.28713,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Delhi,1273294,28.65381,seat of a first-order administrative division,77.22897,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Bamako,2460596,12.65,capital of a political entity,-8,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Abuja,2352778,9.06853,capital of a political entity,7.48375,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Niamey,2440485,13.51366,capital of a political entity,2.1098,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Nairobi,184745,-1.28333,capital of a political entity,36.81667,see pg 84,6
CRP2_ICRISAT_Act32,Strategies to improve market access by small holders for dryland cereals and legumes in SA and SSA,Linking small producers to markets,ICRISAT - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see pg 84,6
CRP2_ICRISAT_Act34,"Women�s empowerment in rural India: micro-level evidences on labor participation, institutions and food security",Strategic Research on Gender,ICRISAT - Work plan (Annex 2 PPA),,,,,New Delhi,1261481,28.63576,capital of a political entity,77.22445,see pg 101,6
CRP2_IFPRI_Act35,"Demographic change, exchange rate and trade policies and their impact on agricultural transformation and poverty",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Lilongwe,927967,-13.96692,capital of a political entity,33.78725,see pg 16,6
CRP2_IFPRI_Act35,"Demographic change, exchange rate and trade policies and their impact on agricultural transformation and poverty",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Beijing,1816670,39.9075,capital of a political entity,116.39723,see pg 16,6
CRP2_IFPRI_Act35,"Demographic change, exchange rate and trade policies and their impact on agricultural transformation and poverty",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Maputo,1040652,-25.96553,capital of a political entity,32.58322,see pg 16,6
CRP2_IFPRI_Act35,"Demographic change, exchange rate and trade policies and their impact on agricultural transformation and poverty",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Lusaka,909137,-15.40669,capital of a political entity,28.28713,see pg 16,6
CRP2_IFPRI_Act35,"Demographic change, exchange rate and trade policies and their impact on agricultural transformation and poverty",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Dodoma,160196,-6.17221,capital of a political entity,35.73947,see pg 16,6
CRP2_IFPRI_Act36,"The impact of trade, investment and aid by China on agricultural transformation in Africa",Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Beijing,1816670,39.9075,capital of a political entity,116.39723,see pg 22,6
CRP2_IFPRI_Act37,Databases and tools for analyzing pro-poor growth and food security in Arab countries,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Cairo,360630,30.06263,capital of a political entity,31.24967,"see pg 28

",8
CRP2_IFPRI_Act37,Databases and tools for analyzing pro-poor growth and food security in Arab countries,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Tunis,2464470,36.81897,capital of a political entity,10.16579,see pg 28,8
CRP2_IFPRI_Act38,Case studies of country specific policies to promote agricultural transformation and poverty reduction in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Abuja,2352778,9.06853,capital of a political entity,7.48375,see pg 35,8
CRP2_IFPRI_Act38,Case studies of country specific policies to promote agricultural transformation and poverty reduction in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Addis Ababa,344979,9.02497,capital of a political entity,38.74689,see pg 35,6
CRP2_IFPRI_Act38,Case studies of country specific policies to promote agricultural transformation and poverty reduction in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Beijing,1816670,39.9075,capital of a political entity,116.39723,see pg 35,8
CRP2_IFPRI_Act38,Case studies of country specific policies to promote agricultural transformation and poverty reduction in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Dodoma,160196,-6.17221,capital of a political entity,35.73947,see pg 35,8
CRP2_IFPRI_Act38,Case studies of country specific policies to promote agricultural transformation and poverty reduction in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Accra,2306104,5.55602,capital of a political entity,-0.1969,see pg 35,8
CRP2_IFPRI_Act39,Policy options for reducing poverty and vulnerability in conflict-prone countries,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Kinshasa,2314302,-4.32142,capital of a political entity,15.30807,see pg 43,6
CRP2_IFPRI_Act39,Policy options for reducing poverty and vulnerability in conflict-prone countries,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Addis Ababa,344979,9.02497,capital of a political entity,38.74689,see pg 43,6
CRP2_IFPRI_Act39,Policy options for reducing poverty and vulnerability in conflict-prone countries,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Juba,373303,4.85165,capital of a political entity,31.58247,see pg 43,6
CRP2_IFPRI_Act40,The Emergence of Employment Opportunities Outside of Agriculture for Rural Workers and its Welfare Implications: Evidence from South and Central Asia,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Dhaka,1185241,23.7104,capital of a political entity,90.40744,see pg 50,8
CRP2_IFPRI_Act40,The Emergence of Employment Opportunities Outside of Agriculture for Rural Workers and its Welfare Implications: Evidence from South and Central Asia,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Dushanbe,1221874,38.53575,capital of a political entity,68.77905,see pg 50,8
CRP2_IFPRI_Act40,The Emergence of Employment Opportunities Outside of Agriculture for Rural Workers and its Welfare Implications: Evidence from South and Central Asia,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Kathmandu,1283240,27.70169,capital of a political entity,85.3206,see pg 50,8
CRP2_IFPRI_Act40,The Emergence of Employment Opportunities Outside of Agriculture for Rural Workers and its Welfare Implications: Evidence from South and Central Asia,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Islamabad,1176615,33.72148,capital of a political entity,73.04329,see pg 50,8
CRP2_IFPRI_Act41,Impacts of and returns to public investments in agriculture in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see pg 57,6
CRP2_IFPRI_Act41,Impacts of and returns to public investments in agriculture in Africa,Effective Policies and Strategic Investments,IFPRI - Work plan (Annex 2 PPA),,,,,Maputo,1040652,-25.96553,capital of a political entity,32.58322,see pg 57,6
CRP2_IFPRI_Act42,Analyzing the effects of decentralization and the governance environment on policy processes and outcomes,Inclusive Governance and Institutions,IFPRI - Work plan (Annex 2 PPA),,,,,Yamoussoukro,2279755,6.82055,capital of a political entity,-5.27674,see pg 65,6
CRP2_IFPRI_Act42,Analyzing the effects of decentralization and the governance environment on policy processes and outcomes,Inclusive Governance and Institutions,IFPRI - Work plan (Annex 2 PPA),,,,,Windhoek,3352136,-22.55941,capital of a political entity,17.08323,"see pg 65

",6
CRP2_IFPRI_Act42,Analyzing the effects of decentralization and the governance environment on policy processes and outcomes,Inclusive Governance and Institutions,IFPRI - Work plan (Annex 2 PPA),,,,,Luanda,2240449,-8.83682,capital of a political entity,13.23432,see pg 65,6
CRP2_IFPRI_Act42,Analyzing the effects of decentralization and the governance environment on policy processes and outcomes,Inclusive Governance and Institutions,IFPRI - Work plan (Annex 2 PPA),,,,,Kampala,232422,0.31628,capital of a political entity,32.58219,see pg 65,6
CRP2_IFPRI_Act42,Analyzing the effects of decentralization and the governance environment on policy processes and outcomes,Inclusive Governance and Institutions,IFPRI - Work plan (Annex 2 PPA),,,,,Dodoma,160196,-6.17221,capital of a political entity,35.73947,see pg 65,6
